CustomerId,CustomerName,CustomerOccupation,CustomerPhone,CustomerTypeId
HL-5040,Hunter Lopez,Admin,315-234-6199,1
CA-2310,Christine Abelman,Data Engineer,315-234-6200,2
AC-420,Alyssa Crouse,Technician,315-234-6201,1
CC-2145,Charles Crestani,Admin,315-234-6202,1
KB-6585,Ken Black,Data Engineer,315-234-6203,1
JG-5115,Jack Garza,Technician,315-234-6204,1
GK-4620,Grace Kelly,Admin,315-234-6205,3
FW-4395,Fred Wasserman,Data Engineer,315-234-6206,1
VM-11685,Valerie Mitchum,Technician,315-234-6207,1
RB-9360,Raymond Buch,Admin,315-234-6208,1
AG-495,Andrew Gjertsen,Data Engineer,315-234-6209,1
IM-5070,Irene Maddox,Technician,315-234-6210,1
MC-7635,Matthew Clasen,Admin,315-234-6211,2
SH-10635,Stefanie Holloman,Data Engineer,315-234-6212,2
KC-6540,Kelly Collister,Technician,315-234-6213,1
QJ-9255,Quincy Jones,Admin,315-234-6214,2
JK-5325,Jason Klamczynski,Data Engineer,315-234-6215,1
AI-855,Arianne Irving,Technician,315-234-6216,2
SC-10095,Sanjit Chand,Admin,315-234-6217,1
CT-1995,Carol Triggs,Data Engineer,315-234-6218,1
PJ-8835,Patrick Jones,Technician,315-234-6219,1
JM-6195,Justin MacKendrick,Admin,315-234-6220,1
CV-2295,Christina VanderZanden,Data Engineer,315-234-6221,1
DB-3120,David Bremer,Technician,315-234-6222,1
NL-8310,Nancy Lomonaco,Admin,315-234-6223,2
BB-1545,Brenda Bowman,Data Engineer,315-234-6224,1
BV-1245,Benjamin Venier,Technician,315-234-6225,1
BS-1380,Bill Stewart,Admin,315-234-6226,1
KA-6525,Kelly Andreada,Data Engineer,315-234-6227,1
RB-9795,Ross Baird,Technician,315-234-6228,1
EP-3915,Emily Phan,Admin,315-234-6229,1
JS-5595,Jill Stevenson,Data Engineer,315-234-6230,1
JE-5610,Jim Epp,Technician,315-234-6231,1
CJ-1875,Carl Jackson,Admin,315-234-6232,1
TH-11550,Tracy Hopkins,Data Engineer,315-234-6233,4
HR-4830,Harold Ryan,Technician,315-234-6234,1
KC-6675,Kimberly Carter,Admin,315-234-6235,1
LS-7200,Luke Schmidt,Data Engineer,315-234-6236,1
DL-2925,Daniel Lacy,Technician,315-234-6237,1
WB-11850,William Brown,Admin,315-234-6238,1
SJ-10500,Shirley Jackson,Data Engineer,315-234-6239,1
DF-3135,David Flashing,Technician,315-234-6240,1
SZ-10035,Sam Zeldin,Admin,315-234-6241,2
CK-2205,Chloris Kastensmidt,Data Engineer,315-234-6242,1
TM-11010,Tamara Manning,Technician,315-234-6243,1
FC-4335,Fred Chung,Admin,315-234-6244,1
GB-4530,George Bell,Data Engineer,315-234-6245,1
BF-1275,Beth Fritzler,Technician,315-234-6246,1
NB-8655,Nona Balk,Admin,315-234-6247,1
EH-3990,Erica Hackney,Data Engineer,315-234-6248,1
SP-10545,Sibella Parks,Technician,315-234-6249,1
Dp-3240,Dean percer,Admin,315-234-6250,3
LW-6825,Laurel Workman,Data Engineer,315-234-6251,1
EN-3780,Edward Nazzal,Technician,315-234-6252,1
TZ-11445,Tom Zandusky,Admin,315-234-6253,2
KD-6615,Ken Dana,Data Engineer,315-234-6254,1
LD-7005,Lisa DeCherney,Technician,315-234-6255,1
CL-1890,Carl Ludwig,Admin,315-234-6256,1
HG-4965,Henry Goldwyn,Data Engineer,315-234-6257,1
BO-1350,Bill Overfelt,Technician,315-234-6258,1
YC-11895,Yoseph Carroll,Admin,315-234-6259,1
JM-5535,Jessica Myrick,Data Engineer,315-234-6260,1
RA-9885,Ruben Ausman,Technician,315-234-6261,1
KM-6660,Khloe Miller,Admin,315-234-6262,1
DW-3585,Dorothy Wardle,Data Engineer,315-234-6263,1
TS-11655,Trudy Schmidt,Technician,315-234-6264,2
RK-9300,Ralph Kennedy,Admin,315-234-6265,1
SC-10020,Sam Craven,Data Engineer,315-234-6266,1
AG-390,Allen Goldenen,Technician,315-234-6267,1
AT-735,Annie Thurman,Admin,315-234-6268,1
JW-5955,Joni Wasserman,Data Engineer,315-234-6269,1
AF-885,Art Foster,Technician,315-234-6270,1
KB-6405,Katrina Bavinger,Admin,315-234-6271,1
BP-1290,Beth Paige,Data Engineer,315-234-6272,2
OT-8730,Olvera Toch,Technician,315-234-6273,1
LS-6975,Lindsay Shagiari,Admin,315-234-6274,1
GD-4590,Giulietta Dortch,Data Engineer,315-234-6275,1
MP-7965,Michael Paige,Technician,315-234-6276,1
DS-3180,David Smith,Admin,315-234-6277,1
ED-3885,Emily Ducich,Data Engineer,315-234-6278,1
NZ-8565,Nick Zandusky,Technician,315-234-6279,1
JG-5805,John Grady,Admin,315-234-6280,2
EB-3870,Emily Burns,Data Engineer,315-234-6281,1
BG-1695,Brooke Gillingham,Technician,315-234-6282,1
SR-10425,Sharelle Roach,Admin,315-234-6283,1
AS-90,Adam Shillingsburg,Data Engineer,315-234-6284,2
SP-10620,Stefania Perrino,Technician,315-234-6285,2
SH-10395,Shahid Hopkins,Admin,315-234-6286,1
AR-540,Andy Reiter,Data Engineer,315-234-6287,1
CM-2235,Chris McAfee,Technician,315-234-6288,4
AS-225,Alan Schoenberger,Admin,315-234-6289,1
RA-9915,Russell Applegate,Data Engineer,315-234-6290,1
RS-9420,Ricardo Sperren,Technician,315-234-6291,1
TN-11040,Tanja Norvell,Admin,315-234-6292,1
VP-11730,Victor Preis,Data Engineer,315-234-6293,1
KW-6435,Katrina Willman,Technician,315-234-6294,1
PP-8955,Paul Prost,Admin,315-234-6295,1
SC-10575,Sonia Cooley,Data Engineer,315-234-6296,1
ML-7410,Maris LaWare,Technician,315-234-6297,1
CJ-2010,Caroline Jumper,Admin,315-234-6298,1
FG-4260,Frank Gastineau,Data Engineer,315-234-6299,1
TW-11025,Tamara Willingham,Technician,315-234-6300,1
DB-3210,Dean Braden,Admin,315-234-6301,1
EA-4035,Erin Ashbrook,Data Engineer,315-234-6302,1
EM-3825,Elizabeth Moffitt,Technician,315-234-6303,1
TB-11355,Todd Boyes,Admin,315-234-6304,1
ME-8010,Michelle Ellison,Data Engineer,315-234-6305,1
JE-5715,Joe Elijah,Technician,315-234-6306,1
MC-7605,Matt Connell,Admin,315-234-6307,1
FH-4350,Fred Harton,Data Engineer,315-234-6308,1
BC-1125,Becky Castell,Technician,315-234-6309,1
MG-7875,Michael Grace,Admin,315-234-6310,2
FH-4275,Frank Hawley,Data Engineer,315-234-6311,2
DK-2985,Darren Koutras,Technician,315-234-6312,1
BK-1260,Berenike Kampe,Admin,315-234-6313,1
MP-7470,Mark Packer,Data Engineer,315-234-6314,1
SC-10800,Stuart Calhoun,Electrician,212-398-2348,1
BD-1500,Bradley Drucker,Accountant,212-398-2349,2
RC-9825,Roy Collins,Manager,212-398-2350,1
MG-7890,Michael Granlund,Scientist,212-398-2351,1
ZC-11910,Zuschuss Carroll,Astronomer,212-398-2352,1
